Entity ID,Plant ID,Sector,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Planned Operation Month,Planned Operation Year,Status,Latitude,Longitude
64947,65664,IPP Non-CHP,200.0,200.0,200.0,Solar Photovoltaic,12,2024,V,35.113189,-119.110500
65778,66808,IPP Non-CHP,99.7,99.7,99.7,Solar Photovoltaic,12,2024,L,35.006906,-120.454300
10623,676,Electric Utility,20.0,20.0,20.0,Natural Gas Internal Combustion Engine,1,2025,V,28.080100,-81.922900
10623,676,Electric Utility,20.0,20.0,20.0,Natural Gas Internal Combustion Engine,1,2025,V,28.080100,-81.922900
10623,676,Electric Utility,20.0,20.0,20.0,Natural Gas Internal Combustion Engine,1,2025,V,28.080100,-81.922900
1148,8020,Electric Utility,2.2,2.0,2.0,Petroleum Liquids,1,2025,V,38.764905,-95.192010
1148,8020,Electric Utility,2.2,2.0,2.0,Petroleum Liquids,1,2025,TS,38.764905,-95.192010
34691,10287,IPP Non-CHP,5.8,5.8,2.9,Solar Photovoltaic,1,2025,TS,40.554700,-116.617500
61711,62179,IPP Non-CHP,2.0,2.0,2.0,Solar Photovoltaic,1,2025,V,34.268911,-79.872550
61864,62344,IPP Non-CHP,2.0,2.0,2.0,Solar Photovoltaic,1,2025,V,34.238081,-79.251950
63081,63342,IPP Non-CHP,162.1,162.1,162.1,Onshore Wind Turbine,1,2025,TS,31.754037,-101.675200
49893,63882,IPP Non-CHP,200.0,200.0,200.0,Solar Photovoltaic,1,2025,V,33.251020,-95.193430
57313,64098,Industrial Non-CHP,1.0,1.0,1.0,Solar Photovoltaic,1,2025,TS,39.539511,-119.439200
63830,64239,IPP Non-CHP,240.0,240.0,240.0,Solar Photovoltaic,1,2025,V,29.806984,-97.074080
64904,64452,IPP Non-CHP,125.0,125.0,125.0,Solar Photovoltaic,1,2025,V,42.254000,-84.813000
64087,64529,IPP Non-CHP,50.0,50.0,50.0,Batteries,1,2025,V,33.418888,-88.618880
64904,64633,IPP Non-CHP,300.0,300.0,300.0,Solar Photovoltaic,1,2025,V,35.840479,-119.082700
64904,64633,IPP Non-CHP,240.0,240.0,240.0,Batteries,1,2025,V,35.840479,-119.082700
50123,64864,IPP Non-CHP,52.0,52.0,52.0,Batteries,1,2025,V,34.870764,-118.319500
50123,64864,IPP Non-CHP,102.0,102.0,102.0,Solar Photovoltaic,1,2025,V,34.870764,-118.319500
50123,64864,IPP Non-CHP,72.0,72.0,72.0,Solar Photovoltaic,1,2025,V,34.870764,-118.319500
50123,64864,IPP Non-CHP,36.0,36.0,36.0,Batteries,1,2025,V,34.870764,-118.319500
57313,65072,Industrial Non-CHP,0.4,0.4,0.4,Solar Photovoltaic,1,2025,TS,37.492540,-121.944600
58468,65128,IPP Non-CHP,199.6,199.6,199.6,Solar Photovoltaic,1,2025,V,39.560000,-83.176000
61514,65239,IPP Non-CHP,5.0,4.9,4.9,Batteries,1,2025,U,40.740410,-73.951070
58468,65318,Electric Utility,18.0,18.0,18.0,Solar Photovoltaic,1,2025,V,37.567000,-77.927100
58468,65320,Electric Utility,20.0,20.0,20.0,Solar Photovoltaic,1,2025,V,37.250000,-77.250000
64673,65343,IPP Non-CHP,120.0,120.0,120.0,Solar Photovoltaic,1,2025,V,39.325867,-83.352760
64924,65645,IPP Non-CHP,160.0,160.0,160.0,Batteries,1,2025,TS,32.901081,-100.982700
65011,65760,IPP Non-CHP,301.0,301.0,301.0,Onshore Wind Turbine,1,2025,TS,26.500883,-97.599060
6452,65886,Electric Utility,74.5,74.5,74.5,Solar Photovoltaic,1,2025,U,30.503643,-85.167380
6452,65906,Electric Utility,74.5,74.5,74.5,Solar Photovoltaic,1,2025,U,27.411974,-82.103870
6452,65912,Electric Utility,74.5,74.5,74.5,Solar Photovoltaic,1,2025,V,27.441930,-80.801830
6452,65913,Electric Utility,74.5,74.5,74.5,Solar Photovoltaic,1,2025,V,27.278413,-80.802380
6452,65914,Electric Utility,74.5,74.5,74.5,Solar Photovoltaic,1,2025,V,25.542897,-80.546730
6452,65915,Electric Utility,74.5,74.5,74.5,Solar Photovoltaic,1,2025,V,27.078175,-81.832120
6452,65916,Electric Utility,74.5,74.5,74.5,Solar Photovoltaic,1,2025,V,27.846074,-80.674000
6452,65917,Electric Utility,74.5,74.5,74.5,Solar Photovoltaic,1,2025,V,30.519990,-81.886760
6452,65918,Electric Utility,74.5,74.5,74.5,Solar Photovoltaic,1,2025,V,27.023117,-81.777120
6452,65919,Electric Utility,74.5,74.5,74.5,Solar Photovoltaic,1,2025,V,27.054760,-80.379580
6452,65922,Electric Utility,74.5,74.5,74.5,Solar Photovoltaic,1,2025,V,26.776170,-80.411040
60970,66070,IPP Non-CHP,0.9,0.9,0.9,Solar Photovoltaic,1,2025,TS,44.799686,-94.019970
60970,66072,IPP Non-CHP,1.0,1.0,1.0,Solar Photovoltaic,1,2025,TS,45.628723,-94.614610
60970,66073,IPP Non-CHP,1.0,1.0,1.0,Solar Photovoltaic,1,2025,TS,44.043674,-92.695200
63235,66167,IPP Non-CHP,27.0,27.0,27.0,Onshore Wind Turbine,1,2025,TS,33.943741,-116.661500
65308,66168,IPP Non-CHP,240.0,240.0,240.0,Solar Photovoltaic,1,2025,TS,31.045676,-96.858630
65381,66268,IPP Non-CHP,50.0,50.0,50.0,Solar Photovoltaic,1,2025,TS,41.888900,-72.549000
65381,66268,IPP Non-CHP,70.0,70.0,70.0,Solar Photovoltaic,1,2025,TS,41.888900,-72.549000
65444,66365,IPP Non-CHP,20.0,20.0,20.0,Solar Photovoltaic,1,2025,V,42.013100,-80.307280
65565,66517,IPP Non-CHP,1.9,1.9,1.9,Solar Photovoltaic,1,2025,TS,29.825138,-95.247060
65645,66626,IPP Non-CHP,260.0,260.0,260.0,Solar Photovoltaic,1,2025,TS,32.820018,-82.408790
65654,66629,IPP Non-CHP,50.0,50.0,50.0,Solar Photovoltaic,1,2025,U,39.156733,-91.847980
65654,66630,IPP Non-CHP,35.0,35.0,35.0,Solar Photovoltaic,1,2025,U,40.935947,-89.287890
