Entity ID,Plant ID,Sector,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Planned Operation Month,Planned Operation Year,Status,Latitude,Longitude
6541,10554,Industrial CHP,102.0,97.0,102.0,Natural Gas Fired Combined Cycle,1,2023,TS,28.691700,-96.541700
1752,54296,Commercial CHP,1.5,1.5,1.5,Natural Gas Internal Combustion Engine,1,2023,TS,33.906953,-118.013100
56310,55044,Industrial CHP,28.8,26.8,28.8,Wood/Wood Waste Biomass,1,2023,V,31.489400,-87.898900
56215,60596,IPP Non-CHP,130.0,130.0,130.0,Onshore Wind Turbine,1,2023,V,42.375000,-77.593000
16609,61365,Electric Utility,40.0,40.0,40.0,Batteries,1,2023,TS,33.384244,-117.235300
60195,61743,IPP Non-CHP,3.7,3.7,3.7,Other Natural Gas,1,2023,TS,41.400000,-72.085500
60195,61743,IPP Non-CHP,3.7,3.7,3.7,Other Natural Gas,1,2023,TS,41.400000,-72.085500
6455,62541,Electric Utility,17.3,17.3,17.3,Batteries,1,2023,V,27.331136,-81.364020
62047,62561,IPP Non-CHP,50.0,50.0,50.0,Batteries,1,2023,V,31.219444,-102.192200
62046,62562,IPP Non-CHP,50.0,50.0,50.0,Batteries,1,2023,V,31.171652,-101.881100
62813,62971,IPP Non-CHP,2.9,2.9,2.9,Batteries,1,2023,U,42.593028,-71.865820
62820,62974,IPP Non-CHP,3.8,3.8,3.8,Batteries,1,2023,V,42.175203,-71.793030
63109,63339,IPP Non-CHP,3.0,3.0,3.0,Batteries,1,2023,V,43.018270,-74.329180
63081,63342,IPP Non-CHP,162.1,162.1,162.1,Onshore Wind Turbine,1,2023,TS,31.754037,-101.675200
63494,63808,IPP Non-CHP,75.0,75.0,75.0,Solar Photovoltaic,1,2023,V,33.899338,-81.400470
5248,63909,Electric Utility,60.0,60.0,60.0,Solar Photovoltaic,1,2023,V,36.807131,-78.509770
60025,64032,IPP Non-CHP,80.0,80.0,80.0,Solar Photovoltaic,1,2023,TS,45.856000,-108.602000
63722,64088,IPP Non-CHP,200.5,200.5,200.5,Onshore Wind Turbine,1,2023,V,40.191382,-89.057490
60947,64098,Industrial Non-CHP,1.0,1.0,1.0,Solar Photovoltaic,1,2023,TS,39.539511,-119.439200
63776,64155,IPP Non-CHP,2.0,2.0,2.0,Solar Photovoltaic,1,2023,V,35.013080,-81.928710
63784,64164,IPP Non-CHP,120.0,120.0,120.0,Batteries,1,2023,TS,33.190200,-99.259800
63784,64164,IPP Non-CHP,350.2,350.2,350.2,Onshore Wind Turbine,1,2023,TS,33.190200,-99.259800
62856,64429,IPP Non-CHP,2.6,2.6,2.6,Solar Photovoltaic,1,2023,V,37.911715,-121.198700
62915,64532,IPP Non-CHP,1.4,1.4,1.4,Solar Photovoltaic,1,2023,V,41.968290,-71.165440
64178,64544,IPP Non-CHP,148.0,148.0,148.0,Onshore Wind Turbine,1,2023,TS,32.307000,-99.165000
64179,64545,IPP Non-CHP,73.0,73.0,73.0,Batteries,1,2023,V,32.306660,-99.164600
64177,64551,IPP Non-CHP,114.9,114.9,114.9,Onshore Wind Turbine,1,2023,TS,32.264680,-99.197200
61012,64567,IPP Non-CHP,20.0,20.0,20.0,Solar Photovoltaic,1,2023,V,42.084451,-84.135280
64236,64619,IPP Non-CHP,1.0,1.0,1.0,Solar Photovoltaic,1,2023,U,42.050281,-71.391280
64236,64619,IPP Non-CHP,0.8,0.8,0.8,Batteries,1,2023,U,42.050281,-71.391280
64266,64672,IPP Non-CHP,210.0,210.0,210.0,Solar Photovoltaic,1,2023,V,30.711500,-96.064100
64266,64672,IPP Non-CHP,210.0,210.0,210.0,Batteries,1,2023,V,30.711500,-96.064100
64273,64695,Electric Utility,3.0,3.0,3.0,Batteries,1,2023,V,36.416867,-105.280700
64273,64695,Electric Utility,9.8,9.8,9.8,Solar Photovoltaic,1,2023,V,36.416867,-105.280700
64285,64709,IPP Non-CHP,20.0,20.0,20.0,Solar Photovoltaic,1,2023,V,41.050201,-78.651900
64285,64711,IPP Non-CHP,20.0,20.0,20.0,Solar Photovoltaic,1,2023,TS,40.963184,-78.179150
61514,64759,IPP Non-CHP,5.0,5.0,5.0,Solar Photovoltaic,1,2023,TS,41.793000,-70.820310
61514,64759,IPP Non-CHP,4.5,4.5,4.5,Batteries,1,2023,TS,41.793000,-70.820310
64339,64811,IPP Non-CHP,3.1,3.1,3.1,Batteries,1,2023,V,31.239240,-102.321700
64339,64811,IPP Non-CHP,3.1,3.1,3.1,Batteries,1,2023,V,31.239240,-102.321700
64339,64811,IPP Non-CHP,3.1,3.1,3.1,Batteries,1,2023,V,31.239240,-102.321700
64339,64811,IPP Non-CHP,3.1,3.1,3.1,Batteries,1,2023,V,31.239240,-102.321700
64339,64811,IPP Non-CHP,3.1,3.1,3.1,Batteries,1,2023,V,31.239240,-102.321700
64339,64811,IPP Non-CHP,3.1,3.1,3.1,Batteries,1,2023,V,31.239240,-102.321700
64339,64811,IPP Non-CHP,3.1,3.1,3.1,Batteries,1,2023,V,31.239240,-102.321700
64339,64811,IPP Non-CHP,3.1,3.1,3.1,Batteries,1,2023,V,31.239240,-102.321700
64370,64859,IPP Non-CHP,300.0,300.0,300.0,Solar Photovoltaic,1,2023,V,31.548100,-99.187200
64438,65028,IPP Non-CHP,59.1,59.1,59.1,Batteries,1,2023,V,31.459606,-96.824360
64438,65028,IPP Non-CHP,500.0,500.0,500.0,Solar Photovoltaic,1,2023,V,31.459606,-96.824360
62842,65031,IPP Non-CHP,152.5,152.5,152.5,Solar Photovoltaic,1,2023,TS,39.786742,-85.416370
64474,65058,IPP Non-CHP,36.0,36.0,36.0,Batteries,1,2023,TS,21.420069,-157.970700
64474,65058,IPP Non-CHP,36.0,36.0,36.0,Solar Photovoltaic,1,2023,TS,21.420069,-157.970700
64484,65067,IPP Non-CHP,3.3,3.3,3.3,Solar Photovoltaic,1,2023,V,44.424108,-75.379190
60947,65073,IPP Non-CHP,6.4,6.4,6.4,Solar Photovoltaic,1,2023,TS,35.613342,-119.866800
64504,65106,IPP Non-CHP,78.8,78.8,78.8,Solar Photovoltaic,1,2023,V,35.882921,-78.154960
61944,65121,IPP Non-CHP,20.0,20.0,20.0,Solar Photovoltaic,1,2023,V,42.973000,-74.321000
64526,65155,IPP Non-CHP,3.0,3.0,3.0,Solar Photovoltaic,1,2023,V,44.488156,-75.244380
64527,65156,IPP Non-CHP,5.0,5.0,5.0,Solar Photovoltaic,1,2023,V,44.492092,-75.244800
64530,65158,IPP Non-CHP,4.0,4.0,4.0,Solar Photovoltaic,1,2023,V,44.360089,-75.427470
64531,65159,IPP Non-CHP,5.0,5.0,5.0,Solar Photovoltaic,1,2023,V,43.328217,-76.359000
64428,65296,IPP Non-CHP,10.0,10.0,10.0,Solar Photovoltaic,1,2023,TS,39.133772,-94.486300
60025,65309,IPP Non-CHP,5.0,5.0,5.0,Solar Photovoltaic,1,2023,V,42.992080,-78.790840
9234,65315,Electric Utility,1.8,1.8,1.4,Solar Photovoltaic,1,2023,V,40.478689,-85.558120
56990,65337,IPP Non-CHP,5.0,5.0,5.0,Solar Photovoltaic,1,2023,TS,41.463056,-74.247780
56990,65348,IPP Non-CHP,19.8,19.8,19.8,Solar Photovoltaic,1,2023,TS,40.881000,-74.699000
62856,65365,IPP Non-CHP,2.6,2.6,2.6,Solar Photovoltaic,1,2023,U,34.299721,-118.833500
6452,65420,Electric Utility,74.5,74.5,74.5,Solar Photovoltaic,1,2023,V,27.243540,-80.670970
6452,65422,Electric Utility,74.5,74.5,74.5,Solar Photovoltaic,1,2023,V,30.454630,-85.278530
6452,65423,Electric Utility,74.5,74.5,74.5,Solar Photovoltaic,1,2023,V,25.542550,-80.554340
6452,65424,Electric Utility,74.5,74.5,74.5,Solar Photovoltaic,1,2023,V,30.919930,-87.340020
6452,65427,Electric Utility,74.5,74.5,74.5,Solar Photovoltaic,1,2023,V,30.569958,-85.040240
6452,65428,Electric Utility,74.5,74.5,74.5,Solar Photovoltaic,1,2023,V,27.297830,-80.542140
6452,65431,Electric Utility,74.5,74.5,74.5,Solar Photovoltaic,1,2023,V,29.882130,-81.676180
6452,65432,Electric Utility,74.5,74.5,74.5,Solar Photovoltaic,1,2023,V,30.760550,-85.069520
6452,65433,Electric Utility,74.5,74.5,74.5,Solar Photovoltaic,1,2023,V,30.646910,-86.938210
6452,65438,Electric Utility,74.5,74.5,74.5,Solar Photovoltaic,1,2023,V,27.627009,-80.804160
65173,65439,IPP Non-CHP,1.0,1.0,1.0,Solar Photovoltaic,1,2023,TS,44.331890,-94.580620
65173,65440,IPP Non-CHP,1.0,1.0,1.0,Solar Photovoltaic,1,2023,TS,44.331890,-94.580620
65173,65442,IPP Non-CHP,1.0,1.0,1.0,Solar Photovoltaic,1,2023,TS,44.470930,-95.050920
65173,65443,IPP Non-CHP,1.0,1.0,1.0,Solar Photovoltaic,1,2023,TS,44.234000,-92.365310
59380,65511,IPP Non-CHP,250.0,250.0,250.0,Solar Photovoltaic,1,2023,U,36.487000,-99.739000
64847,65546,IPP Non-CHP,301.0,301.0,301.0,Onshore Wind Turbine,1,2023,V,33.186882,-99.595330
62856,65616,IPP Non-CHP,2.6,2.6,2.6,Solar Photovoltaic,1,2023,U,38.750000,-121.550000
64915,65629,IPP Non-CHP,70.0,70.0,70.0,Solar Photovoltaic,1,2023,V,35.574169,-88.926610
56990,65705,IPP Non-CHP,6.3,6.3,6.3,Solar Photovoltaic,1,2023,V,40.745250,-74.343790
59496,65714,IPP Non-CHP,100.0,100.0,100.0,Onshore Wind Turbine,1,2023,TS,44.011000,-96.044600
64989,65715,IPP Non-CHP,224.4,224.4,224.4,Onshore Wind Turbine,1,2023,V,42.214126,-93.876690
62627,65729,IPP Non-CHP,1.8,1.8,1.8,Solar Photovoltaic,1,2023,V,32.055690,-84.202610
65055,65793,IPP Non-CHP,172.8,159.8,159.8,Solar Photovoltaic,1,2023,TS,31.214000,-100.255000
60025,65806,IPP Non-CHP,4.5,4.5,4.5,Solar Photovoltaic,1,2023,V,39.904229,-104.663700
65076,65829,IPP Non-CHP,9.9,9.9,9.9,Batteries,1,2023,TS,28.035340,-99.361730
65118,65945,Commercial Non-CHP,1.8,1.8,1.8,Natural Gas Internal Combustion Engine,1,2023,TS,38.999030,-77.058000
65120,65949,IPP Non-CHP,8.0,8.0,8.0,Solar Photovoltaic,1,2023,V,41.931390,-71.578950
65122,65950,IPP Non-CHP,1.8,1.8,1.8,Batteries,1,2023,V,42.564650,-70.881050
65122,65950,IPP Non-CHP,3.8,3.8,3.8,Solar Photovoltaic,1,2023,V,42.564650,-70.881050
65129,65951,IPP Non-CHP,12.0,12.0,12.0,Batteries,1,2023,V,41.382589,-83.611230
65148,65971,IPP Non-CHP,301.7,301.7,301.7,Onshore Wind Turbine,1,2023,U,35.292000,-99.101000
63640,65994,IPP Non-CHP,3.0,3.0,3.0,Solar Photovoltaic,1,2023,U,34.041911,-85.213920
65172,66004,IPP Non-CHP,1.0,1.0,1.0,Solar Photovoltaic,1,2023,TS,44.543400,-94.222900
60025,66035,IPP Non-CHP,2.6,2.6,2.6,Solar Photovoltaic,1,2023,V,34.038735,-117.384900
60025,66039,IPP Non-CHP,2.5,2.5,2.5,Solar Photovoltaic,1,2023,V,34.073555,-117.281400
56990,66089,IPP Non-CHP,5.5,5.5,5.5,Solar Photovoltaic,1,2023,TS,40.535000,-74.563000
60025,66094,IPP Non-CHP,1.5,1.5,1.5,Solar Photovoltaic,1,2023,V,43.000080,-78.793750
60025,66097,IPP Non-CHP,1.4,1.4,1.4,Solar Photovoltaic,1,2023,V,40.941757,-76.893550
60025,66099,IPP Non-CHP,1.0,1.0,1.0,Solar Photovoltaic,1,2023,V,35.967777,-115.146800
65277,66115,IPP Non-CHP,5.0,5.0,5.0,Solar Photovoltaic,1,2023,P,37.453830,-77.956820
65277,66116,IPP Non-CHP,5.0,5.0,5.0,Solar Photovoltaic,1,2023,P,37.481141,-77.967890
65277,66117,IPP Non-CHP,5.0,5.0,5.0,Solar Photovoltaic,1,2023,P,37.999970,-79.568740
65277,66118,IPP Non-CHP,3.2,3.2,3.2,Solar Photovoltaic,1,2023,P,37.229858,-78.271290
65277,66119,IPP Non-CHP,5.0,5.0,5.0,Solar Photovoltaic,1,2023,P,37.528850,-77.959770
65277,66120,IPP Non-CHP,5.0,5.0,5.0,Solar Photovoltaic,1,2023,P,37.090280,-77.483460
65277,66121,IPP Non-CHP,5.0,5.0,5.0,Solar Photovoltaic,1,2023,P,37.183780,-78.814150
65277,66122,IPP Non-CHP,3.2,3.2,3.2,Solar Photovoltaic,1,2023,P,37.056220,-79.305100
64904,66135,IPP Non-CHP,4.0,4.0,4.0,Solar Photovoltaic,1,2023,V,47.235500,-68.618300
64904,66136,IPP Non-CHP,5.0,5.0,5.0,Solar Photovoltaic,1,2023,V,47.277900,-68.571300
6775,2678,Electric Utility,3.0,3.0,3.0,Landfill Gas,2,2023,U,40.656100,-73.592200
61069,61446,IPP Non-CHP,45.0,45.0,45.0,Solar Photovoltaic,2,2023,U,34.834944,-118.551200
61069,61447,IPP Non-CHP,20.0,20.0,20.0,Solar Photovoltaic,2,2023,U,34.834944,-118.551200
61069,61448,IPP Non-CHP,20.0,20.0,20.0,Solar Photovoltaic,2,2023,U,34.827873,-118.568200
61069,61449,IPP Non-CHP,20.0,20.0,20.0,Solar Photovoltaic,2,2023,U,34.834944,-118.551200
17609,62460,Electric Utility,1.4,1.4,1.4,Batteries,2,2023,TS,33.735700,-117.915300
62744,62854,IPP Non-CHP,20.0,20.0,20.0,Solar Photovoltaic,2,2023,TS,29.973400,-90.733500
62806,62949,IPP Non-CHP,685.0,612.0,625.0,Natural Gas Fired Combined Cycle,2,2023,U,39.936400,-81.535400
62806,62949,IPP Non-CHP,685.0,612.0,625.0,Natural Gas Fired Combined Cycle,2,2023,U,39.936400,-81.535400
803,62964,Electric Utility,50.0,50.0,50.0,Batteries,2,2023,V,33.568000,-112.305900
62921,63172,IPP Non-CHP,150.0,150.0,150.0,Batteries,2,2023,V,35.970349,-107.563100
55983,63233,IPP Non-CHP,108.0,108.0,108.0,Solar Photovoltaic,2,2023,TS,31.093310,-102.359600
63216,63491,IPP Non-CHP,37.0,25.0,37.0,Geothermal,2,2023,V,40.372940,-119.462500
63275,63551,IPP Non-CHP,2.0,2.0,2.0,Solar Photovoltaic,2,2023,V,44.168196,-69.116190
63451,63757,IPP Non-CHP,100.0,100.0,100.0,Batteries,2,2023,V,26.169846,-98.329790
63523,63845,IPP Non-CHP,20.0,20.0,20.0,Solar Photovoltaic,2,2023,V,41.200912,-89.182170
61012,63900,IPP Non-CHP,30.0,30.0,30.0,Batteries,2,2023,V,19.902000,-155.764000
61012,63900,IPP Non-CHP,30.0,30.0,30.0,Solar Photovoltaic,2,2023,V,19.902000,-155.764000
60146,64050,IPP Non-CHP,2.0,2.0,2.0,Batteries,2,2023,TS,35.029000,-79.485000
60146,64050,IPP Non-CHP,1.0,1.0,1.0,Solar Photovoltaic,2,2023,TS,35.029000,-79.485000
63723,64089,IPP Non-CHP,100.0,100.0,100.0,Batteries,2,2023,V,26.166944,-98.325000
5248,64136,Electric Utility,42.0,42.0,42.0,Solar Photovoltaic,2,2023,V,36.942634,-79.192800
64130,64484,IPP Non-CHP,1.0,1.0,1.0,Solar Photovoltaic,2,2023,TS,44.804234,-95.205600
13683,64509,Electric Utility,0.6,0.6,0.6,Batteries,2,2023,TS,35.042470,-78.586980
13683,64509,Electric Utility,0.5,0.5,0.5,Solar Photovoltaic,2,2023,TS,35.042470,-78.586980
13683,64510,Electric Utility,5.1,5.1,5.1,Batteries,2,2023,TS,35.419641,-77.729090
13683,64510,Electric Utility,5.0,5.0,5.0,Solar Photovoltaic,2,2023,TS,35.419641,-77.729090
13683,64511,Electric Utility,2.5,2.5,2.5,Batteries,2,2023,TS,35.637337,-76.535980
13683,64511,Electric Utility,2.0,2.0,2.0,Solar Photovoltaic,2,2023,TS,35.637337,-76.535980
13683,64512,Electric Utility,0.5,0.5,0.5,Batteries,2,2023,TS,34.846047,-79.734010
13683,64512,Electric Utility,0.5,0.5,0.5,Solar Photovoltaic,2,2023,TS,34.846047,-79.734010
13683,64513,Electric Utility,0.6,0.6,0.6,Batteries,2,2023,TS,35.953947,-78.424020
13683,64513,Electric Utility,0.5,0.5,0.5,Solar Photovoltaic,2,2023,TS,35.953947,-78.424020
64358,64853,IPP Non-CHP,35.0,35.0,35.0,Solar Photovoltaic,2,2023,V,39.071830,-83.796110
64358,64853,IPP Non-CHP,65.0,65.0,65.0,Solar Photovoltaic,2,2023,V,39.071830,-83.796110
3046,64882,Electric Utility,5.0,5.0,5.0,Solar Photovoltaic,2,2023,V,35.660109,-82.598380
63991,65090,IPP Non-CHP,5.0,5.0,5.0,Solar Photovoltaic,2,2023,V,42.605750,-76.132470
62856,65104,IPP Non-CHP,2.0,2.0,2.0,Solar Photovoltaic,2,2023,U,35.582000,-116.924000
61944,65123,IPP Non-CHP,20.0,20.0,20.0,Solar Photovoltaic,2,2023,V,42.453939,-75.931030
64529,65157,IPP Non-CHP,1.5,1.5,1.5,Solar Photovoltaic,2,2023,V,44.390853,-75.443240
64532,65161,IPP Non-CHP,1.3,1.3,1.3,Solar Photovoltaic,2,2023,V,44.161761,-76.108990
64516,65164,IPP Non-CHP,3.9,3.9,3.9,Solar Photovoltaic,2,2023,V,41.760000,-92.720000
64516,65165,IPP Non-CHP,2.4,2.4,2.4,Solar Photovoltaic,2,2023,V,43.644000,-76.156000
13683,65240,Electric Utility,5.0,5.0,5.0,Batteries,2,2023,V,34.851782,-77.181580
13683,65241,Electric Utility,5.0,5.0,5.0,Batteries,2,2023,TS,34.905833,-79.757020
13683,65243,Electric Utility,2.5,2.5,2.5,Batteries,2,2023,TS,35.436188,-78.109650
13683,65244,Electric Utility,2.5,2.5,2.5,Batteries,2,2023,TS,34.672452,-77.188040
13683,65245,Electric Utility,5.0,5.0,5.0,Batteries,2,2023,TS,34.475294,-77.829950
13683,65246,Electric Utility,5.0,5.0,5.0,Batteries,2,2023,TS,35.925227,-78.505150
13683,65247,Electric Utility,5.0,5.0,5.0,Batteries,2,2023,V,33.993923,-78.224550
13683,65248,Electric Utility,2.5,2.5,2.5,Batteries,2,2023,TS,35.204903,-78.890310
13683,65249,Electric Utility,5.0,5.0,5.0,Batteries,2,2023,TS,35.323928,-78.997500
13683,65250,Electric Utility,5.0,5.0,5.0,Batteries,2,2023,TS,35.632465,-79.681960
59496,65282,IPP Non-CHP,91.6,91.6,91.6,Onshore Wind Turbine,2,2023,V,42.951448,-90.440700
64610,65305,IPP Non-CHP,70.0,70.0,70.0,Solar Photovoltaic,2,2023,TS,36.554670,-79.028600
49893,65316,IPP Non-CHP,259.8,259.8,259.8,Onshore Wind Turbine,2,2023,TS,40.294500,-88.584550
5109,65328,Electric Utility,225.0,225.0,225.0,Onshore Wind Turbine,2,2023,TS,43.461967,-84.339820
64625,65362,IPP Non-CHP,4.0,4.0,4.0,Solar Photovoltaic,2,2023,TS,42.071033,-71.623240
64757,65410,IPP Non-CHP,190.0,190.0,190.0,Batteries,2,2023,V,33.004305,-96.075910
6452,65421,Electric Utility,74.5,74.5,74.5,Solar Photovoltaic,2,2023,V,30.875760,-86.208130
6452,65429,Electric Utility,74.5,74.5,74.5,Solar Photovoltaic,2,2023,V,30.396200,-85.279660
6452,65430,Electric Utility,74.5,74.5,74.5,Solar Photovoltaic,2,2023,V,30.675800,-84.740330
62856,65447,IPP Non-CHP,1.5,1.5,1.5,Solar Photovoltaic,2,2023,U,34.165905,-119.156800
64805,65496,IPP Non-CHP,111.8,111.8,111.8,Onshore Wind Turbine,2,2023,U,42.111758,-75.457780
49893,65522,IPP Non-CHP,106.0,106.0,106.0,Onshore Wind Turbine,2,2023,V,43.839599,-75.569890
62856,65523,IPP Non-CHP,2.2,2.2,2.2,Solar Photovoltaic,2,2023,U,35.325540,-120.693500
9417,65531,Electric Utility,5.0,5.0,5.0,Batteries,2,2023,TS,41.951256,-91.694050
64916,65630,IPP Non-CHP,35.0,35.0,35.0,Solar Photovoltaic,2,2023,V,35.570000,-86.460000
12686,65697,Electric Utility,1.5,1.3,1.3,Batteries,2,2023,V,32.579750,-89.454170
12686,65697,Electric Utility,1.5,1.3,1.3,Solar Photovoltaic,2,2023,V,32.579750,-89.454170
64998,65742,IPP Non-CHP,112.1,112.1,112.1,Onshore Wind Turbine,2,2023,V,43.928665,-82.873510
65044,65790,IPP Non-CHP,196.8,196.8,196.8,Onshore Wind Turbine,2,2023,U,31.393760,-98.359360
65049,65797,IPP Non-CHP,2.0,2.0,2.0,Solar Photovoltaic,2,2023,V,37.727245,-88.849040
65076,65835,IPP Non-CHP,9.9,9.9,9.9,Batteries,2,2023,TS,31.821423,-104.045100
65112,65940,Commercial Non-CHP,1.5,1.3,1.1,Solar Photovoltaic,2,2023,TS,40.625240,-122.314000
65112,65940,Commercial Non-CHP,0.5,0.5,0.5,Batteries,2,2023,TS,40.625240,-122.314000
65128,65952,IPP Non-CHP,20.0,20.0,20.0,Batteries,2,2023,V,40.847333,-74.761140
65127,65953,IPP Non-CHP,7.0,7.0,7.0,Batteries,2,2023,U,40.133700,-74.170860
61944,65958,IPP Non-CHP,1.1,1.1,1.1,Solar Photovoltaic,2,2023,V,38.864990,-76.994010
56769,65980,IPP Non-CHP,131.0,131.0,131.0,Batteries,2,2023,V,32.729364,-115.718600
63640,65995,IPP Non-CHP,3.0,3.0,3.0,Solar Photovoltaic,2,2023,U,32.065366,-82.133510
62856,66023,IPP Non-CHP,1.0,1.0,1.0,Batteries,2,2023,U,32.746600,-116.938900
65204,66040,IPP Non-CHP,3.5,3.5,3.3,Solar Photovoltaic,2,2023,V,43.119100,-79.007050
60025,66160,IPP Non-CHP,2.0,2.0,2.0,Solar Photovoltaic,2,2023,V,39.309530,-76.979150
60025,66162,IPP Non-CHP,2.0,2.0,2.0,Solar Photovoltaic,2,2023,V,39.309530,-76.979150
21554,136,Electric Utility,384.2,351.0,367.6,Natural Gas Fired Combined Cycle,3,2023,TS,29.733056,-81.632780
21554,136,Electric Utility,384.2,351.0,367.6,Natural Gas Fired Combined Cycle,3,2023,TS,29.733056,-81.632780
21554,136,Electric Utility,414.8,397.4,394.5,Natural Gas Fired Combined Cycle,3,2023,TS,29.733056,-81.632780
3989,492,Electric Utility,40.6,27.3,27.3,Natural Gas Fired Combustion Turbine,3,2023,TS,38.824444,-104.833300
7140,649,Electric Utility,"1,114.0","1,114.0","1,114.0",Nuclear,3,2023,V,33.142700,-81.762500
15248,3045,Electric Utility,9.0,9.0,9.0,Conventional Hydroelectric,3,2023,V,45.268045,-122.320100
15248,3045,Electric Utility,9.0,9.0,9.0,Conventional Hydroelectric,3,2023,V,45.268045,-122.320100
61950,10444,IPP Non-CHP,80.0,80.0,80.0,Solar Photovoltaic,3,2023,V,35.030800,-117.356300
12320,52148,Industrial CHP,2.0,2.0,2.0,Natural Gas Internal Combustion Engine,3,2023,U,38.383600,-78.652800
13491,54808,Commercial CHP,2.5,2.5,2.5,Petroleum Liquids,3,2023,V,40.789900,-73.923300
59319,59572,IPP Non-CHP,16.0,16.0,16.0,Solar Photovoltaic,3,2023,L,34.455000,-79.410280
49893,60387,IPP Non-CHP,190.0,157.0,157.0,Natural Gas Fired Combustion Turbine,3,2023,V,41.774417,-89.606530
49893,60387,IPP Non-CHP,190.0,157.0,157.0,Natural Gas Fired Combustion Turbine,3,2023,V,41.774417,-89.606530
60217,60466,Electric Utility,1.0,1.0,1.0,Conventional Hydroelectric,3,2023,V,34.172625,-117.278000
63883,61803,IPP Non-CHP,10.0,10.0,10.0,Batteries,3,2023,V,37.874400,-120.477400
56215,62783,IPP Non-CHP,239.6,239.6,239.6,Onshore Wind Turbine,3,2023,V,28.207800,-97.522670
62806,62949,IPP Non-CHP,685.0,612.0,625.0,Natural Gas Fired Combined Cycle,3,2023,U,39.936400,-81.535400
