Entity ID,Plant ID,Sector,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Planned Operation Month,Planned Operation Year,Status,Latitude,Longitude
20712,10215,Commercial CHP,1.5,1.5,1.5,Natural Gas Internal Combustion Engine,1,2022,V,40.583370,-111.653900
20712,10215,Commercial CHP,2.5,2.5,2.5,Natural Gas Internal Combustion Engine,1,2022,V,40.583370,-111.653900
20712,10215,Commercial CHP,2.5,2.5,2.5,Natural Gas Internal Combustion Engine,1,2022,V,40.583370,-111.653900
1752,54296,Commercial CHP,1.5,1.5,1.5,Natural Gas Internal Combustion Engine,1,2022,TS,33.906953,-118.013100
1752,54296,Commercial CHP,1.5,1.5,1.5,Natural Gas Internal Combustion Engine,1,2022,TS,33.906953,-118.013100
19539,54775,Commercial CHP,5.8,5.8,5.8,Natural Gas Steam Turbine,1,2022,TS,41.657200,-91.540000
19558,57206,Electric Utility,46.5,46.5,46.5,Batteries,1,2022,V,60.499444,-150.997200
58542,58584,Commercial CHP,10.5,10.5,10.5,Solar Photovoltaic,1,2022,V,40.341389,-74.657220
58542,58584,Commercial CHP,0.4,0.4,0.4,Solar Photovoltaic,1,2022,V,40.341389,-74.657220
4180,59701,Electric Utility,3.7,3.7,3.7,Other Natural Gas,1,2022,U,41.400008,-72.085990
4180,59701,Electric Utility,3.7,3.7,3.7,Other Natural Gas,1,2022,U,41.400008,-72.085990
58970,59997,IPP Non-CHP,16.0,16.0,16.0,Solar Photovoltaic,1,2022,U,35.396478,-81.219140
64391,60298,IPP Non-CHP,5.0,5.0,5.0,Solar Photovoltaic,1,2022,V,35.218120,-79.529330
18454,61664,Electric Utility,52.5,52.5,52.5,Solar Photovoltaic,1,2022,V,28.397990,-82.220430
60195,61743,IPP Non-CHP,3.7,3.7,3.7,Other Natural Gas,1,2022,V,41.400000,-72.085500
60195,61743,IPP Non-CHP,3.7,3.7,3.7,Other Natural Gas,1,2022,V,41.400000,-72.085500
62050,61966,IPP Non-CHP,50.0,43.0,48.0,Natural Gas Fired Combustion Turbine,1,2022,V,28.698477,-96.946130
62050,61966,IPP Non-CHP,50.0,43.0,48.0,Natural Gas Fired Combustion Turbine,1,2022,V,28.698477,-96.946130
61637,62069,IPP Non-CHP,5.0,5.0,5.0,Solar Photovoltaic,1,2022,TS,46.961000,-120.480000
14328,62564,Electric Utility,182.5,182.5,182.5,Batteries,1,2022,U,36.808039,-121.781800
62109,62617,IPP Non-CHP,10.0,10.0,10.0,Batteries,1,2022,TS,35.233000,-91.690000
62109,62617,IPP Non-CHP,100.0,100.0,100.0,Solar Photovoltaic,1,2022,TS,35.233000,-91.690000
5109,62815,Electric Utility,72.8,72.8,72.8,Onshore Wind Turbine,1,2022,V,45.683618,-86.645740
62716,62820,IPP Non-CHP,22.6,22.6,22.6,Solar Photovoltaic,1,2022,V,36.288000,-80.656000
